ID,ADI,DURAK_KODU,geometry
511463,SARIGÖL,119661,POINT (28.9232719999874 41.0669170005644)
511464,PLEVNE ANADOLU LİSESİ,120961,POINT (28.9141799999872 41.0540880005623)
511466,PAZARİÇİ,121601,POINT (28.9316540373155 41.0592519593849)
511467,KİPTAŞ VENEZİA,132412,POINT (28.8764529999858 41.0795760005664)
511469,ERTUĞRUL GAZİ,133692,POINT (28.8909080090404 41.0848909763062)
511470,MEVLANA PARK,133752,POINT (28.9159069999871 41.0822740005668)
511476,GAZİOSMANPAŞA,307161,POINT (28.9153169999872 41.0573940005628)
511479,GAZİOSMANPAŞA EĞİTİM VE ARAŞTIRMA HASTANESİ,110312,POINT (28.8983009999861 41.0854790005672)
511009,KARAOSMANOĞLU CADDESİ,111302,POINT (28.8682000000109 41.0612579991155)
511000,ESENLER BİLİM PARKI,103741,POINT (28.8690679999856 41.0511870005618)
511090,ŞEHİT AHMET KOCABAY,130402,POINT (28.8697239999857 41.0498400005616)
510591,KADIKÖY,-100,POINT (29.0242509978872 40.9950290097631)
578905,HAT BOYU,110252,POINT (28.900080999987 40.982979000551)
578907,KAZLIÇEŞME SANAT,110262,POINT (28.9082589999872 40.9887320005519)
578911,SEYİT NİZAM CADDESİ,110282,POINT (28.9124199999871 41.0046870005543)
578912,YUNUS EMRE CADDESİ,110291,POINT (28.9108469999872 41.0068900005547)
681611,DENİZMEN CADDESİ,223071,POINT (29.0333419999903 41.0131890005559)
290610,SULTANBEYLİ PERONLAR,-253,POINT (29.2973290132337 40.9383340413309)
291731,CUMHURİYET ORTAOKULU,-437,POINT (28.9260070323154 41.076242030183)
680234,KÖPRÜBAŞI MAHALLESİ,118291,POINT (28.8737179999854 41.1831180005831)
680237,IŞIKLAR KÖYÜ,121061,POINT (28.8257809400098 41.2274620291115)
680863,ZİNCİRLİKUYU METROBÜS,-254,POINT (29.0139739916581 41.0673180202816)
798568,ŞEHİT ABDULLAH BOZKURT,223152,POINT (29.0547749519832 41.0277520237297)
799540,KARLITEPE MANZARA,262062,POINT (29.1162370000111 41.1256769991142)
800347,KOCA MUSTAFAPAŞA,301061,POINT (28.931140987344 41.0046000384843)
802461,GÖZDE SOKAK,102421,POINT (28.7373330470755 41.0689939636247)
802464,TÜRKER SOKAK,132032,POINT (28.7250009614451 41.0723730138183)
802467,ŞAHİNTEPE YOLU,102471,POINT (28.7242450000074 41.0838569991148)
681055,DEREBOYU - ŞEHİT BATUHAN ERGİN,114052,POINT (29.02319099999 41.0542060005625)
803621,SARIYER HAMİDİYE ETFAL EĞİTİM VE ARAŞTIRMA HASTANESİ,116621,POINT (29.0269300000116 41.1560449991135)
693202,YENİBOSNA,165321,POINT (28.8213829999835 41.0079500005547)
693203,ÇİNİLİ CAMİİ,166211,POINT (28.8686649999858 41.0003810005537)
693206,PAZAR YOLU,176051,POINT (28.8426089999848 40.9987820005534)
681654,AÇAN SOKAK,223311,POINT (29.0880509999913 41.0118360005557)
681655,AÇAN SOKAK,223312,POINT (29.0879849999913 41.0119180005557)
681659,SOKULLU MEHMET PAŞA İLKOKULU,223332,POINT (29.0211550000115 41.0178649991164)
681661,TANTAVİ,223342,POINT (29.0808909999911 41.0275050005582)
681662,TANTAVİ,223343,POINT (29.0799079999911 41.0282110005583)
681665,YAVUZTÜRK SAPAĞI,223352,POINT (29.0799510456453 41.0307280443215)
681666,TEPE ÜSTÜ,223361,POINT (29.0814019999911 41.0320550005589)
681670,YAVUZTÜRK MAHALLESİ,223381,POINT (29.0854919999911 41.0408310005604)
681675,YEŞİL YAMAÇ,223402,POINT (29.0852959999911 41.0444190005609)
681676,DALGIÇ KENT,223411,POINT (29.0846499999911 41.0475720005614)
292598,KAVACIK AKTARMA,-1444,POINT (29.0964440000112 41.0952709991148)
659331,ÖZGÜRLÜK CADDESİ,217901,POINT (29.22611000001 41.0164079991166)
681037,AMBARLIDERE,113951,POINT (29.02845499999 41.0652800005643)
681045,T.R.T.,114012,POINT (29.0296899999901 41.0565810005628)
681554,BULGURLU,222131,POINT (29.0714259525491 41.018368998623)
693019,DOĞU SANAYİ KÖYİÇİ CAMİİ,103032,POINT (28.8227909999839 41.0166650005562)
693086,SİYAVUŞPAŞA,124851,POINT (28.8576679999854 40.9985100005534)
284751,SOĞULLAR KÖYÜ,202762,POINT (29.7928639999982 41.1408260005767)
284758,İMRENLİ KÖYÜ,202801,POINT (29.7384639999977 41.1464230005775)
284773,KADIKÖY,202951,POINT (29.9053239999992 41.1105760005718)
510027,ŞEHİT MÜNİR ALKAN,132092,POINT (28.774046999981 41.0341150005588)
510028,GÜVERCİN CADDESİ,132191,POINT (28.7769599999816 41.0087440005549)
510029,19.SOKAK,132261,POINT (28.7921399999823 41.0496210005615)
510031,PAZARYOLU,132271,POINT (28.7859719999821 41.0147550005559)
510034,KANARYA İSTASYONU,132282,POINT (28.7752289999815 41.0109530005552)
510035,KANARYA İSTASYONU,132283,POINT (28.7746299999815 41.009299000555)
510038,BEŞYOL,132301,POINT (28.7935780000095 40.9931639991169)
510042,ATAKENT,132401,POINT (28.773354000009 41.0599329991154)
510043,TOKİ KONUTLARI,133711,POINT (28.7743379999814 41.0262100005576)
510047,LALE ŞEHİR,133912,POINT (28.7780239999816 41.0414100005601)
510049,İNÖNÜ MAHALLESİ,133922,POINT (28.7963069999826 41.028438000558)
510053,KAVŞAK,133942,POINT (28.7867540000093 41.0209949991162)
510056,SÖĞÜTLÜÇEŞME,133961,POINT (28.783886999982 41.0232060005572)
510058,SİTELER,134002,POINT (28.7976479999827 41.0145810005558)
510060,KANUNİ SULTAN SÜLEYMAN EĞİTİM VE ARAŞTIRMA HASTANESİ GİRİŞİ,134023,POINT (28.7612849999794 41.0549610005615)
509498,YAHYA ÇAVUŞ,101812,POINT (28.7030939999769 41.0179370005562)
509536,SU DEPOSU,122892,POINT (28.6992549999766 41.0110820005551)
578607,ALİ FUAT CEBESOY İLKOKULU,212191,POINT (29.0858149999913 40.9938050005528)
578609,ATAŞEHİR  BELEDİYESİ,213552,POINT (29.1022610480026 40.9978340219462)
578611,ATAŞEHİR KAYMAKAMLIĞI,213562,POINT (29.1077580142021 40.9820419746358)
578914,ABDİ İPEKÇİ SPOR SALONU,110432,POINT (28.9204399999876 40.9968590005532)
578916,ŞEHİTLER PARKI,110451,POINT (28.9105749535768 41.0085650001626)
292139,ŞEHİT SONER BAYKUŞ PARKI,121832,POINT (28.9332480000115 41.0789439991151)
292334,SONEVLER,122911,POINT (28.6940489999762 41.0138980005555)
292388,KIRAÇ SAPAĞI,127592,POINT (28.6272089999703 41.0419650005598)
292389,KIRAÇ SAPAĞI,127593,POINT (28.6281159999704 41.0416450005598)
292443,1866.SOKAK,129612,POINT (28.6648589999739 41.023258000557)
510064,İSTANBUL SARAYLAR,165302,POINT (28.7632849999807 41.0445080005606)
510068,HALKALI POLİS MERKEZİ,176692,POINT (28.7880809999818 41.035493000559)
510069,KÜÇÜKÇEKMECE METROBÜS,177091,POINT (28.7701219999813 40.9881010005516)
510071,KARBOSAN,111201,POINT (28.7917269999824 41.0180950005564)
510072,KARBOSAN,111202,POINT (28.7915519999824 41.0179090005564)
510073,MALAZGİRT CADDESİ,111411,POINT (28.8088919999833 41.0048210005543)
510075,ATAKENT MAHALLESİ,302471,POINT (28.7757080000091 41.0570089991154)
510076,ATAKENT,132402,POINT (28.7738451304626 41.0598793231772)
510079,FLORYA,900281,POINT (28.7894414574201 40.9870445617146)
510081,KÜÇÜKÇEKMECE,900301,POINT (28.770556489407 40.9864959561638)
291080,LİMAN YOLU,126421,POINT (28.6785989999751 40.9952400005525)
578655,YUNUS EMRE CAMİİ,224492,POINT (29.0850029999912 41.0008600005539)
578656,ZİYA PAŞA CADDESİ,224501,POINT (29.0851739999912 41.0029020005543)
693207,MERYEM ANA SOKAK,176851,POINT (28.8278429999841 41.0101460005552)
693208,ADNAN KAHVECİ BULVARI,176931,POINT (28.8684529999858 41.0050860005545)
693209,ADNAN KAHVECİ BULVARI,176932,POINT (28.8683879999858 41.0048070005544)
693210,BAHÇELİEVLER,177461,POINT (28.8644880045944 40.9956650123281)
693212,KUYUMCUKENT,301491,POINT (28.8149979999836 41.0036310005542)
693213,KUYUMCUKENT,302491,POINT (28.8150079999835 41.0044330005543)
680969,CENGİZ TOPEL,113503,POINT (29.0381449999902 41.0857720005676)
578947,ZEYTİNBURNU ÇARŞI,176791,POINT (28.9038319831311 40.9930219793389)
579267,ALPERENLER,105281,POINT (28.9110239999871 41.0512830005618)
579268,BOSNA ÇUKURÇEŞME,105321,POINT (28.9013179949056 41.063018000397)
579272,ÇUKURÇEŞME CADDESİ,106162,POINT (28.9026419999868 41.0603060005633)
579273,BARBAROS SOKAK,106172,POINT (28.8999759608863 41.0653149842474)
579275,BARBAROS HAYRETTİNPAŞA MAHALLESİ,106201,POINT (28.8895359999863 41.0714980005651)
579279,CEVATPAŞA ORTAOKULU,106552,POINT (28.8851979999862 41.0696300005648)
579283,YILDIRIM MAHALLESİ,106591,POINT (28.8914370000112 41.0632859991154)
579287,YILDIRIM LUNAPARK,106612,POINT (28.9005099999867 41.0604170005633)
579290,KARTALTEPE,106631,POINT (28.9038119999868 41.0559120005626)
579291,KARTALTEPE,106632,POINT (28.9039399999869 41.0559010005626)
659270,OKMEYDANI HASTANE,900111,POINT (28.976696999998 41.0674300001522)
659271,DARÜLACEZE PERPA,900121,POINT (28.9678325342002 41.0624200895881)
659709,ORMAN SOKAK,127362,POINT (28.7941439971227 40.9743489839794)
284778,GEREDELİ,203001,POINT (29.8621139999988 41.0949560005692)
284785,OVACIK,203052,POINT (29.6175089643084 41.1193660447354)
284793,HASANLI,203092,POINT (29.6649259999972 41.0180600005569)
284799,YAKA,203122,POINT (29.6528859999971 40.9923660005528)
284805,KÖMÜRLÜK,203162,POINT (29.4359330000075 41.0796029991152)
284814,ULUPELİT,203211,POINT (29.5156309942459 41.0871090125997)
284821,SATMAZLI,203242,POINT (29.5650029534256 41.1248279856008)
284505,HAMİTBEY,128952,POINT (28.3211774199571 41.0655827062134)
579327,ŞEHİT ÜMİT YOLCU,108011,POINT (28.906808999987 41.0325050005589)
579328,ŞEHİT ÜMİT YOLCU,108012,POINT (28.906544999987 41.0324140005589)
579330,AYANCIK SOKAK,108142,POINT (28.9008929999868 41.0471540005612)
579333,TUNA ANADOLU LİSESİ,108412,POINT (28.9115049999871 41.0443040005607)
579337,YAYLA SOKAK,108612,POINT (28.9124209999872 41.0372300005596)
579342,MATBAACILAR SİTESİ,109141,POINT (28.9201099999874 41.0253090005578)
579343,MATBAACILAR SİTESİ,109142,POINT (28.9203509999875 41.0253920005577)
579344,SPOR KOMPLEKSİ,109151,POINT (28.9097599999871 41.0450440005609)
579347,PARK ADA,109321,POINT (28.8892969999863 41.0640400005639)
579349,KAMİL CADDESİ,109341,POINT (28.9048579999869 41.052277000562)
579350,KAMİL CADDESİ,109342,POINT (28.9049359999869 41.052333000562)
659542,YENİBOSNA METRO,125311,POINT (28.8374169566354 40.991456029587)
659252,4.LEVENT METRO,301341,POINT (29.0073090167211 41.0841700160994)
293049,KAYNARCA YOLU,219731,POINT (29.1365909999917 41.1553920005789)
578614,SELMANI FARİSİ CAMİİ,213581,POINT (29.0992659999915 40.9959990005532)
578615,SELMANI FARİSİ CAMİİ,213582,POINT (29.0998739999915 40.9962070005533)
578616,DOĞU ATAŞEHİR,213591,POINT (29.1368890044382 40.9904600265187)
578617,NECİP FAZIL BULVARI,213741,POINT (29.1491449999922 40.9907730005524)
578620,UHUD CAMİİ,213801,POINT (29.1432519999922 40.97538100055)
578622,MİMAR SİNAN CAMİİ,213811,POINT (29.1115099999917 40.9961730005532)
578628,DİLEK SABANCI MESLEKİ VE TEKNİK ANADOLU LİSESİ,213862,POINT (29.1166129999918 40.9850560005515)
578629,BESTEKAR AMİR ATEŞ CADDESİ,213871,POINT (29.0803386000113 41.0008508191168)
578634,MOBİLYACILAR SİTESİ,223652,POINT (29.072597999991 41.0038990005544)
578636,AŞIK VEYSEL MAHALLESİ,224402,POINT (29.0962719999914 41.0059650005548)
578638,MUSTAFA KEMAL MAHALLESİ,224412,POINT (29.0939209999914 41.0043230005545)
578640,3001.CADDE,224422,POINT (29.0918249999913 41.001462000554)
578643,ATAŞEHİR BELEDİYESİ MUSTAFA KEMAL ATAEVİ,291381,POINT (29.0908980000112 40.9981119991169)
578646,NEYZEN SALİM BEY SOKAK,224442,POINT (29.0774149999911 40.9957510005532)
578652,ŞEHİT CAHAR DUDAYEV CADDESİ,224472,POINT (29.0854939999913 40.9958420005531)
578653,ESATPAŞA MAHALLESİ,224482,POINT (29.0866560431358 40.9990169737839)
509656,YENİYOL,131862,POINT (28.7537339656606 41.0505760101502)
509661,SEFAKÖY,-542,POINT (28.7984229999824 40.9989790005532)
510601,KADIKÖY,-94,POINT (29.0241660088043 40.9944699941302)
291357,BOĞAZKÖY YOLU,108382,POINT (28.7534389999797 41.1745460005815)
509724,GARİP SOKAK,103962,POINT (28.7545940000084 41.0563439991154)
578662,PROF.ALİ NİHAT TARLAN,224541,POINT (29.0811239999912 41.0031790005543)
578663,PROF.ALİ NİHAT TARLAN,224542,POINT (29.0817029999912 41.0036230005544)
578664,ŞEHİT AKIN SERTÇELİK,224551,POINT (29.0790069678701 41.0015629667076)
578665,ŞEHİT AKIN SERTÇELİK,224552,POINT (29.0794799999912 41.0014820005541)
578668,ÖĞRETMEN EVLERİ,224571,POINT (29.0819189999912 40.9972310005534)
578669,ÖĞRETMEN EVLERİ,224572,POINT (29.0819499999912 40.9974310005534)
578673,KARAMAN ÇİFTLİK YOLU,226371,POINT (29.1054779999916 40.9795030005506)
578675,ACIBADEM ÜNİVERSİTESİ,226381,POINT (29.1100149999915 40.9791940005504)
578676,ACIBADEM ÜNİVERSİTESİ,226382,POINT (29.1098309999917 40.9789620005505)
578679,KÜÇÜKBAKKALKÖY,226394,POINT (29.1131419999917 40.9783950005504)
578685,ATAŞEHİR 100.YIL CUMHURİYET ANADOLU LİSESİ,226422,POINT (29.1242179999919 40.9781010005504)
578688,İÇERENKÖY METRO-KÜÇÜKBAKKALKÖY MERKEZ CAMİ,226431,POINT (29.1265110000109 40.9795449991173)
578697,CEMİLE BESLER İLKOKULU,226472,POINT (29.1450099999922 40.988311000552)
578702,TÜRK İŞ 2.KISIM,226492,POINT (29.1538779999923 40.988320000552)
578705,ACARLAR SİTESİ,226511,POINT (29.1563940181583 40.9909940340537)
510648,KADIKÖY AHMET SANİ GEZİCİ KIZ ANADOLU İMAM HATİP LİSESİ,205561,POINT (29.0441729999905 41.0038650005544)
510649,KADIKÖY AHMET SANİ GEZİCİ KIZ ANADOLU İMAM HATİP LİSESİ,205562,POINT (29.0443339999905 41.0037730005544)
510652,FERİDUN PAŞA CAMİİ,205811,POINT (29.0327979999903 41.0055110005546)
659554,İSTANBUL AKVARYUM,103892,POINT (28.8031800000097 40.9646729991175)
659572,MENEKŞE,103532,POINT (28.7765719539505 40.9764179742968)
659648,ÇOCUK PARKI,122301,POINT (28.8250239999842 40.9601670005472)
659654,GAZİ EVRENOS CADDESİ,122361,POINT (28.8251399999842 40.9610660005474)
659529,ZEYTİNBURNU,-308,POINT (28.8920019919315 41.0011130419076)
683945,KALE SOKAK,200431,POINT (29.22852100001 41.0163829991165)
683948,MEHMETÇİK ANADOLU LİSESİ,217931,POINT (29.2093149999929 41.0145100005562)
659139,FİLİZ CAMİİ,118262,POINT (28.9934899999892 41.076578000566)
797849,KURFALI ÇINAR CAMİİ,261721,POINT (29.2250930280411 40.9088379643327)
510266,122.EVLER CAMİİ,211552,POINT (29.1514859612312 40.9317869917353)
579022,İSTİKLAL İLKOKULU,104612,POINT (28.8390609793613 41.0441749611364)
579027,ŞİRİN SOKAK,105102,POINT (28.8353969999843 41.0471440005611)
579028,İSTOÇ 23.ADA,105111,POINT (28.8240109999837 41.0700180005648)
579031,BAĞLAR MAHALLESİ,111172,POINT (28.8285439999841 41.0231640005573)
579033,ATATÜRK CADDESİ,111182,POINT (28.8291809999841 41.0260000005577)
579035,PTT,111262,POINT (28.8587059999853 41.0365080005594)
579037,YENİMAHALLE,122851,POINT (28.8339419999843 41.0384370005597)
801657,YOSUN SOKAK,177871,POINT (28.6560390117768 41.0293110100735)
681179,GÜVERCİN SOKAK,200002,POINT (29.0649829999908 41.0432200005607)
641,ÇİÇEK DAĞI,206572,POINT (29.2536189999936 40.9170050005407)
290986,HANIMELİ,103431,POINT (28.6623129999738 40.9761680005494)
800272,CEVİZLİBAĞ,-312,POINT (28.9111029805265 41.0171170128122)
800297,VEZNECİLER,303071,POINT (28.9608129886113 41.0114790397123)
800946,ODAKULE,120471,POINT (28.9760799716996 41.031618023619)
801238,YOL BAKIM,177672,POINT (28.7591710478807 41.1707619769247)
801263,YOL BAKIM,177671,POINT (28.7590039826289 41.1712390179264)
801701,1933.SOKAK,177801,POINT (28.6619840025863 41.0168739738212)
290786,CUMA CADDESİ,217652,POINT (29.2747839999937 40.993571000553)
290801,GÖLET GİRİŞİ,217752,POINT (29.2797559999938 40.9540400005466)
290810,SÜMBÜL EFENDİ SOKAK,219111,POINT (29.2648959999936 40.9962060005533)
290825,HASANPAŞA,222512,POINT (29.2486779999935 40.9721160005494)
290832,ÇİFTLİK,222552,POINT (29.2611249999936 40.9687500005489)
290849,ŞEHİT İHSAN YILDIZ,222641,POINT (29.296734999994 40.956107000547)
290873,YOZGAT CADDESİ,224302,POINT (29.2784750405864 40.9398000262902)
290891,KURNA SOKAK,260702,POINT (29.2819319999939 40.9551270005468)
579085,İSTANBUL CADDESİ,124732,POINT (28.8612549999854 41.0340740005591)
1168,ARİF ÖZÇELİK,227861,POINT (29.2611350000096 40.898397999119)
1189,MOSTAR KAVŞAĞI,227973,POINT (29.2388209999936 40.8815210005351)
643,AYDOS CADDESİ,206582,POINT (29.2567419999937 40.9177590005408)
509741,İSTASYON  MAHALLESİ MUHTARLIĞI,104911,POINT (28.7762339999815 41.028266000558)
509758,KÜÇÜKÇEKMECE (E5),122703,POINT (28.7699480000089 40.986195999117)
509786,MESLEK LİSESİ,124042,POINT (28.7907649999823 41.0238500005573)
509802,PAZAR YOLU,124231,POINT (28.7964559999826 41.0248630005575)
509879,SELÇUKLU CADDESİ,125401,POINT (28.7927569999823 41.0414500005601)
509896,ŞEHİT SERDAR GÖKBAYRAK,125491,POINT (28.8037569999829 41.0459970005609)
509958,MENEKŞE SİTESİ,129282,POINT (28.7724759999813 41.0381950005596)
509977,KUZEY KAPISI,130092,POINT (28.7778029999815 41.0539620005621)
511109,MESCİDİ SELAM,-162,POINT (28.8504670080922 41.1171040371549)
511113,YUNUS EMRE MAHALLESİ,178181,POINT (28.8908549999859 41.097921000569)
511116,HÜKÜMET KONAĞI,105851,POINT (28.8786419999858 41.107864000571)
511117,HÜKÜMET KONAĞI,105852,POINT (28.8783609999858 41.1086450005711)
511119,141.SOKAK,105901,POINT (28.8579349999851 41.1070760005708)
511122,MESKENLER,106241,POINT (28.8737279999857 41.0825140005669)
511124,BAŞTABYA,106261,POINT (28.8665859999855 41.0882230005677)
511125,BAŞTABYA,106262,POINT (28.8658719999854 41.0881860005678)
511126,İSTEK VAKFI,106271,POINT (28.8645329999854 41.0909320005682)
510605,KADIKÖY,-90,POINT (29.0240020361721 40.9948659606866)
509719,GÜMRÜK,103751,POINT (28.7685139999812 41.0133350005556)
509720,GÜMRÜK,103752,POINT (28.7688979999812 41.0135530005556)
509721,SOĞUKSU,103761,POINT (28.7713560000089 41.0010389991166)
509725,ULUBATLI HASAN PARKI,104141,POINT (28.8053879999829 41.0496150005615)
509726,ŞEN SOKAK,104241,POINT (28.7491919999799 41.0510720005616)
509728,KÖPRÜ,104251,POINT (28.7737209999813 41.0447420005607)
509730,SAKARYA SOKAK,104261,POINT (28.7776179999816 41.0315840005586)
509734,ULU CAMİİ,104281,POINT (28.7976529999827 41.0191750005566)
509735,ULU CAMİİ,104282,POINT (28.7978309999823 41.0190490005564)
509736,TEM ÇIKIŞI,104341,POINT (28.8065459999826 41.060717000563)
509738,HZ.ALİ CAMİİ,104851,POINT (28.7892989999822 41.0434740005604)
509743,GÜLTEPE MAHALLESİ MUHTARLIĞI,104921,POINT (28.7914179999824 40.9953390005527)
509745,TOKİ 3.BÖLGE,104982,POINT (28.7751919999814 41.0404540005599)
509747,GARİPDEDE TÜRBESİ,111371,POINT (28.7677139999812 40.9877140005515)
509749,TEVFİKBEY MAHALLESİ,121982,POINT (28.803048999983 41.0090860005549)
509752,BEŞYOL,122611,POINT (28.7955549999826 40.9951090005527)
509753,BEŞYOL,122612,POINT (28.7949060000095 40.9953579991168)
509755,KÜÇÜKÇEKMECE NİKAH SARAYI,122632,POINT (28.8062979999832 41.0009720005537)
511148,HABİPLER MAHALLESİ,106381,POINT (28.8374949999841 41.1295820005744)
511152,1.CEBECİ CADDESİ,106401,POINT (28.8612459999852 41.1076910005709)
511153,1.CEBECİ CADDESİ,106402,POINT (28.8614599999852 41.1075420005709)
511155,MALKOÇOĞLU,106702,POINT (28.8517259999848 41.114366000572)
655,SAĞLAM SİTESİ,206642,POINT (29.2970969999941 40.9230150005417)
663,ŞEHİT YALÇIN ARAN,206711,POINT (29.2726489999939 40.8856560005357)
673,BALLICA KÖYÜ,206771,POINT (29.403090999995 40.9901630005524)
678,HAYATİ ÜSTÜN CADDESİ,206811,POINT (29.285431999994 40.9136080005402)
688,KURNA,206882,POINT (29.3362439999944 40.9535220005465)
700,GÖÇBEYLİ MERKEZ CAMİİ,206961,POINT (29.4589320000072 40.9813959991173)
722,NAR SOKAK,207441,POINT (29.2741299745074 40.8972660100907)
730,ÇAMÇEŞME,207481,POINT (29.2710029999939 40.8720860005336)
746,RIHTIM SOKAK,207661,POINT (29.2721059999939 40.893192000537)
757,BİRLİK SİTESİ,208191,POINT (29.3006689999941 40.9290900005427)
782,ENSAR CADDESİ,208401,POINT (29.2954689630448 40.9019159869089)
792,DEDEPAŞA BULVARI,208532,POINT (29.3259179999943 40.9362990005438)
810,UGETAM,208901,POINT (29.2856949999939 40.9200290005413)
839,HUKUKÇULAR SİTESİ,209202,POINT (29.2604929999938 40.8919910005368)
850,İBB DERS ATÖLYESİ,209261,POINT (29.2575739999937 40.9077780005393)
1145,MUHSİN YAZICIOĞLU CADDESİ,227721,POINT (29.2675659999938 40.8914150005367)
1159,PENDİK KÖPRÜSÜ,227816,POINT (29.2373909999935 40.8876740005361)
679945,YILDIZTABYA ESENTEPE - ŞEHİT OSMAN BODUR,120581,POINT (28.9388579999879 41.0673560005645)
292767,ŞAHİNKAYA GARAJI,205291,POINT (29.0948159722971 41.1415029936356)
294027,EVYAP LİSESİ,116431,POINT (28.988961037277 41.1110399991419)
508627,TEPE VİLLALARI,101952,POINT (28.6716879999742 41.0793030005659)
294147,NEŞET SUYU YOLU,166272,POINT (28.9812700040331 41.1807750088973)
837,PENDİK BELEDİYESİ HİZMET BİNASI,209194,POINT (29.2626619999938 40.8925480005369)
1196,TALEBE YURDU,228011,POINT (29.2619089999938 40.8727020005337)
1317,ATATÜRK CADDESİ,230431,POINT (29.2584279999938 40.8911770005366)
1102,MİLLET CADDESİ,213432,POINT (29.3051459999942 40.9235670005418)
1022,ORHANGAZİ,212472,POINT (29.2904999999941 40.8662280005327)
630,TASDİK SOKAK,206521,POINT (29.2553879999936 40.9006990005381)
767,ABDİ İPEKÇİ CADDESİ,208251,POINT (29.2864889645438 40.8784720380623)
479,DENİZ YILDIZLARI ORTAOKULU,213082,POINT (29.3690670092388 40.7939800089642)
1216,FATİH CAMİİ,228122,POINT (29.2984039999942 40.867765000533)
1240,ŞEYHLİ YOLU,228302,POINT (29.285995999994 40.9009260005381)
1249,BİRKENT SİTESİ,228791,POINT (29.3240409999943 40.9334630005434)
1269,İSTANBUL BULVARI,229332,POINT (29.3627719999947 40.9363420005438)
1274,MESLEK LİSESİ,229362,POINT (29.2725579999939 40.9014390005382)
578890,ZEYTİNBURNU KIZILAY,109221,POINT (28.9054919999871 40.9863630005515)
681138,SÜTÇÜYOLU SOKAK,205073,POINT (29.0853959717563 41.0390240260429)
681140,PAZAR SOKAK,261992,POINT (29.0853470047209 41.0432340269978)
693127,HÜRRİYET MAHALLESİ,125842,POINT (28.8429189999848 40.9950920005528)
693164,YOLBAKIM 2.BÖLGE,130181,POINT (28.8228049999839 40.997149000553)
693175,MEVLANA CADDESİ,131111,POINT (28.846915999985 40.9996120005535)
291651,BAKIRCILAR,111922,POINT (28.6211539999692 41.1468510005767)
510800,BOSTANCI GÖSTERİ MERKEZİ,225192,POINT (29.0990759999915 40.9562590005468)
510541,ŞAŞKINBAKKAL,-91,POINT (29.0753449941879 40.9632770072895)
510763,KADIKÖY BELEDİYESİ,225023,POINT (29.0363319999904 40.9937590005528)
510646,KURUÇEŞME,205551,POINT (29.0416499999905 41.0020760005542)
510669,AYRILIK ÇEŞMESİ,207071,POINT (29.0326589595423 40.9994199854258)
291181,KİPTAŞ YAKUPLU,130752,POINT (28.664848999974 40.9801240005501)
290911,BEYLİKDÜZÜ METROBÜS,129302,POINT (28.660232982408 41.0076699917146)
291214,KÖROĞLU CADDESİ,164841,POINT (28.6228079999701 40.9914630005518)
284525,ALTINORAK MAHALLESİ,100802,POINT (28.1849169998584 41.0787140005624)
291949,EYÜPSULTAN BELEDİYESİ YOL BAKIM,120362,POINT (28.8770069999855 41.1876740005839)
291955,HAZAR SOKAK,120392,POINT (28.8232459999832 41.2291390005906)
510267,ŞANTİYE SOKAK,211561,POINT (29.1525509999924 40.9344740005434)
510247,NARLIDERE CADDESİ,210541,POINT (29.1428059999923 40.9429740005448)
510251,DAĞ YOLU,210641,POINT (29.1397759999922 40.9677600005488)
510252,DAĞ YOLU,210642,POINT (29.1394889316982 40.9679658163356)
510257,HANDAN SOKAK,211511,POINT (29.1720069565515 40.9616839863618)
509923,PAZAR YOLU,126112,POINT (28.7675129999812 40.9942790005526)
510794,ŞENESENEVLER,225161,POINT (29.0936699999915 40.9607120005476)
510316,NİSH ADALARI BLOKLARI,213631,POINT (29.1608999999922 40.9436080005447)
510318,NİSH ADALAR SPOR TESİSLERİ,213641,POINT (29.1596219999925 40.9427630005448)
510321,HACI MUSTAFA ÖZYAZICI CAMİİ,213652,POINT (29.1601130000106 40.946881999118)
510322,KİPTAŞ SİTESİ,213661,POINT (29.1626209999925 40.9496320005458)
510324,ŞEHİT ER ÇAĞLAR MENGÜ İMAM HATİP LİSESİ,213711,POINT (29.1519359999924 40.9438740005449)
510325,ŞEHİT ER ÇAĞLAR MENGÜ İMAM HATİP LİSESİ,213712,POINT (29.1515190000107 40.9437469991181)
510326,MİMAR SİNAN CAMİİ,213721,POINT (29.1492939999924 40.9219880005415)
510329,ORHANGAZİ ANADOLU LİSESİ,213732,POINT (29.1457919999924 40.918847000541)
510334,NİSH ADALARI ÇARŞI,213892,POINT (29.1582959999925 40.9444460005451)
510335,GİRNE CADDESİ,213911,POINT (29.1340139999921 40.9447070005451)
510336,YENİ YOL,213921,POINT (29.1312449999921 40.9454740005451)
510341,KÜÇÜKYALI MESLEKİ VE TEKNİK ANADOLU LİSESİ,213952,POINT (29.128188999992 40.9504790005459)
510342,SİNAN SOKAK,213971,POINT (29.1730409999927 40.9333270005432)
510345,MENEKŞECİ SOKAK,224311,POINT (29.1244759999919 40.9701470005491)
510347,İETT BLOKLARI,224321,POINT (29.129010999992 40.9713830005493)
510349,1.KISIM,224351,POINT (29.1206419999919 40.9560070005469)
510351,AYDINEVLER,224522,POINT (29.1218559999919 40.9537810005465)
510772,ÇEMENZAR,225071,POINT (29.0639769999909 40.9830890005512)
510880,MEHPARE SOKAK,226321,POINT (29.0904959999914 40.9789660005505)
