ID,ADI,DURAK_KODU,geometry
293811,UĞUR ERKEY  İLKOKULU,114682,POINT (29.0016129831549 41.1197810054397)
508824,BAŞAKPAZAR,123931,POINT (28.810004999983 41.1111500005714)
508830,PAZAR YOLU,124251,POINT (28.7508579999794 41.0807390005661)
579520,GENÇOSMAN SAHİL,105951,POINT (28.934046999988 40.9993280005536)
579527,TOPKAPI CADDESİ,106052,POINT (28.9279479999877 41.0198320005569)
579531,BEYAZIT,301043,POINT (28.9638573346608 41.0095609791527)
579533,BEYAZIT,303043,POINT (28.9639502514309 41.0095541590524)
290506,ADNAN KAHVECİ BULVARI,128272,POINT (28.586862999966 41.0237390005567)
290507,CENGİZ TOPEL CADDESİ,128281,POINT (28.5896969999663 41.0207370005563)
290174,MERİÇ MAHALLESİ,215262,POINT (29.3433070401186 41.079490028135)
290282,BÜYÜKÇEKMECE YANYOL,-26,POINT (28.5902220131554 41.0256950289264)
290283,BEYKENT,122821,POINT (28.6276370415901 41.0180980060878)
290294,TÜYAP,180621,POINT (28.6227300200372 41.0250329910804)
290302,BARIŞ CADDESİ,100182,POINT (28.5087529999553 41.0437160005596)
290303,ZEKİ BORA CADDESİ,100191,POINT (28.5113839999556 41.052527000561)
290311,BASINKENT,100351,POINT (28.3979689999336 41.0481820005597)
290313,GÖKKUŞAĞI,100361,POINT (28.4792279999505 41.0198970005557)
290315,GÜZELŞEHİR,100372,POINT (28.4933649999529 41.0138670005548)
290323,AĞAÇ SARAY EVLERİ,100651,POINT (28.6259989999701 41.0569280005622)
290330,MODERN SOKAK,100861,POINT (28.5286449999585 40.9973620005523)
291587,MAVİ GÖL CADDESİ,111552,POINT (28.7727799999807 41.2050540005865)
291588,AKÇABURGAZ,111581,POINT (28.6342970353581 41.0909750313021)
291593,HADIMKÖY,111611,POINT (28.6140149999684 41.1575090005784)
291594,HADIMKÖY,111612,POINT (28.6141809999685 41.1574800005784)
291598,HADIMKÖY BENZİNCİ,111632,POINT (28.6169569999688 41.1523120005776)
291601,HADIMKÖY PTT,111643,POINT (28.6225219999686 41.1553270005775)
291605,EKİNOVA,111662,POINT (28.6258749999697 41.1374570005752)
292076,AĞAÇLI CAMİİ,121392,POINT (28.8747529999852 41.2640580005963)
292077,YUKARI AĞAÇLI,121401,POINT (28.8588429999846 41.2572220005952)
292083,EYÜPSULTAN,121452,POINT (28.9325519999875 41.0459620005609)
292086,RAMİ,121472,POINT (28.9205799999872 41.0482920005613)
292087,EDİRNEKAPI GARAJI,121481,POINT (28.9264566251303 41.0294646861765)
292089,YILDIZTABYA ALİBEYKÖY CADDESİ,121492,POINT (28.9413059999875 41.071548000565)
292091,ESENTEPE PARK,121502,POINT (28.9402409999879 41.0683650005646)
292094,TALİMHANE CADDESİ,121521,POINT (28.9170679999873 41.0459940005611)
292095,TALİMHANE CADDESİ,121522,POINT (28.9169999999873 41.0461970005611)
292098,HAVUZBAŞI,121542,POINT (28.9173789999873 41.0550770005625)
292099,YENİ MAHALLE,121551,POINT (28.9200109999874 41.0541220005623)
292101,BAYRAMPAŞA METRO,121561,POINT (28.9208229999874 41.0338460005591)
292102,SİLAHTARAĞA İLKOKULU,121571,POINT (28.9405489999879 41.0638550005639)
292105,KARADENİZ CADDESİ,121582,POINT (28.9370499999878 41.0625930005638)
292106,ÇAMLIK CADDESİ,121641,POINT (28.9245979999874 41.0759250005658)
291589,LOJMANLAR,111591,POINT (28.6243669999695 41.1532450005777)
290571,AKÇANSA,130941,POINT (28.559890049007 41.0189649910311)
290575,SULTAN MURAT CADDESİ,130961,POINT (28.5418709999603 41.019957000556)
290578,KOOPERATİFLER CADDESİ,130972,POINT (28.5208779999572 41.0240250005565)
290581,ÇİMENTEPE,130991,POINT (28.5081409999912 41.0278409991154)
290583,TEPEKENT,131001,POINT (28.5042649999907 41.0302769991154)
290584,TEPEKENT,131002,POINT (28.5043519999546 41.0303820005575)
909525,DEĞİRMENKÖY GİRİŞ,179731,POINT (27.9992239998047 41.0948349991083)
909526,KÖROĞLU ÇARŞI,179621,POINT (28.0066480220241 41.098082981065)
909527,MERKEZ ÇARŞI,179582,POINT (28.0103016815391 41.098872977835)
909603,PİRİ REİS CADDESİ,263071,POINT (29.3058000088509 40.8418799962645)
909604,TUZLA DEVLET HASTANESİ,263081,POINT (29.302100006091 40.8443299702147)
909605,AYDINLIK CADDESİ,263101,POINT (29.3233300454463 40.8618899731758)
909606,TUBA SOKAK,262462,POINT (29.3146180431831 40.9376189728705)
909607,TAHİR EKŞİOĞLU KARDEŞLER CAMİİ,262472,POINT (29.3207659532272 40.9357459929775)
909608,ÇOLAKOĞLU SOKAK,263271,POINT (29.2431570000098 40.9713749991175)
909609,ŞEHİT MURAT NAİBOĞLU ANADOLU LİSESİ,262262,POINT (29.2834200071618 40.9840600423798)
909612,ŞEHİT MURAT NAİBOĞLU ANADOLU LİSESİ,262261,POINT (29.2837599895431 40.9842100391988)
5250920,DES A GİRİŞİ,288041,POINT (29.1825430000105 40.9984319991169)
909615,İSHAKPAŞA SOKAK,179491,POINT (28.7699169787935 41.0950709672924)
909617,BAŞAKŞEHİR METROKENT,301021,POINT (28.8011699559883 41.1084299980709)
909465,NAMAZ SOKAK,263212,POINT (29.27259698735 40.9437910227564)
909522,TELGRAF DİREKLERİ,179701,POINT (28.0541900027452 41.0811319953304)
909528,YENİ MAHALLE,179612,POINT (28.0149280400284 41.0962940350214)
909530,DEĞİRMENKÖY KONUTLAR,179592,POINT (28.0246449995915 41.0963982517606)
909531,ÇERKEZKÖY YOLU,179791,POINT (28.1053830029209 41.0726110189483)
909533,ÇELTİKKÖY CAMİİ,179851,POINT (28.1181010370737 41.1102989676538)
1071,ABDURRAHMAN GÜRSES ANADOLU İMAM HATİP LİSESİ,213181,POINT (29.2734629999938 40.9305810005429)
1403,ÇINAR,208002,POINT (29.1642489999926 40.9111890005398)
681208,ŞEHİT ABDULLAH TAYYİP OLÇOK,201391,POINT (29.0390350076443 41.0177909672734)
681212,TESİSLER,201651,POINT (29.0722779999909 41.0464520005612)
681218,GÜL SOKAK,203722,POINT (29.0813329999912 41.006920000555)
681223,ÜNALAN METRO,203892,POINT (29.0613739999909 40.9978750005535)
681229,ULUBATLI HASAN SOKAK,204431,POINT (29.0838100196908 41.0638009869556)
681236,BÜYÜK NAMAZGAH,204531,POINT (29.0715749999909 41.0438320005608)
511250,A-1 CADDESİ,108992,POINT (28.8381219794826 41.1305829646824)
579166,IŞIK SOKAK,129422,POINT (28.8181340117159 41.0312019684103)
579170,TEKİN SOKAK,129452,POINT (28.8138369689835 41.0377989943264)
579174,ÜSKÜP İLKOKULU,129772,POINT (28.8231059999838 41.0360090005593)
579179,B SOKAK,129882,POINT (28.8495050000669 41.0318820099784)
579182,BAĞCILAR DEVLET HASTANESİ,130603,POINT (28.8698160380422 41.0295619998237)
579187,DEREYOLU,131041,POINT (28.8486099999849 41.046451000561)
579195,YUNUS EMRE KÖPRÜSÜ,131081,POINT (28.8478379999849 41.0325110005588)
579199,ÖZŞAH GEÇİTİ,131102,POINT (28.8476559999849 41.0248070005576)
579203,YAVUZ SELİM CAMİİ,131292,POINT (28.8468029999848 41.0365470005594)
262,ŞEKERPINAR SAPAĞI,210504,POINT (29.3679699999948 40.9002500005381)
291607,YEŞİLBAYIR KÖYÜ,111672,POINT (28.6257679999698 41.1223010005727)
291608,ÖMERLİ KÖYÜ,111681,POINT (28.6281329999701 41.1180820005721)
291611,SOYAK,111701,POINT (28.6236179999695 41.1328930005744)
291256,DURSUNKÖY SAPAĞI,105921,POINT (28.6390319877462 41.1910819666349)
291257,DURSUNKÖY SAPAĞI,105922,POINT (28.6391479999708 41.1910630005839)
291263,SİNCANLAR,106432,POINT (28.8005699999824 41.1423620005764)
291265,KAYABAŞI YOLU,106451,POINT (28.7871659999817 41.1513920005779)
291267,KAYABAŞI YOLU,106453,POINT (28.7863699999816 41.1519120005779)
291270,BALCILAR,106462,POINT (28.7810924000093 41.1602271791132)
291277,CEMAL REŞİT REY İLKOKULU,106501,POINT (28.7356725100079 41.1840448191127)
291282,HARAÇÇI,106522,POINT (28.7021569999762 41.1774390005818)
291283,İMRAHOR MAHALLESİ,106531,POINT (28.745064999979 41.214613000588)
1693,ERCAN SOKAK,227582,POINT (29.2266409999934 40.9038120005386)
1701,KUYU SOKAK,227622,POINT (29.2332769999935 40.9024690005384)
1453,ATALAR MERKEZ CAMİİ,209561,POINT (29.1720919999927 40.9036930005386)
1735,DENİZER CADDESİ,228481,POINT (29.1699319999927 40.9134730005401)
1581,KEMALETTİN SOKAK,212361,POINT (29.1691039999927 40.9099150005395)
290585,TEPECİK İLKOKULU,131141,POINT (28.5535499999618 41.032343000558)
290586,TEPECİK İLKOKULU,131142,POINT (28.5537179999618 41.032791000558)
290587,EKİNOBA,131981,POINT (28.5364249999944 41.0119719991158)
290588,EKİNOBA,131982,POINT (28.5363649999595 41.0121760005547)
290589,ŞÜKRAN SOKAK,133161,POINT (28.5268969999583 40.9962360005521)
290592,GÜNEŞ CADDESİ,133191,POINT (28.5150299999565 40.9998210005526)
290598,GÜNIŞIĞI KONAKLARI,166201,POINT (28.6056909999678 41.0893310005673)
290602,TABYA,176411,POINT (28.6015759999677 41.0254140005571)
290084,KAVİSLİ YOL,201172,POINT (29.2471610025071 41.0682100027709)
290091,REŞADİYE KÖYÜ,201211,POINT (29.2573049999934 41.0793530005666)
290127,DUMANLIVADİ SOKAK,204381,POINT (29.2617003061436 41.076372273799)
290135,EMLAK KONUTLARI,204391,POINT (29.2713620342586 41.0435520056161)
290156,ÖZDİL SOKAK,214802,POINT (29.1804210265782 41.031967969188)
290204,ÖZLEM SOKAK,218461,POINT (29.1694479999924 41.0362560005597)
291434,SAZLIBOSNA,109491,POINT (28.6763769688799 41.1570870070791)
291438,NECİP FAZIL KISAKÜREK,109511,POINT (28.7073169999765 41.1926670005844)
291441,MESİRE YERİ,109522,POINT (28.6967340898489 41.2375303541542)
291445,TAYAKADIN,109542,POINT (28.690967000006 41.2700909991108)
291448,11 EVLER MAHALLESİ,109562,POINT (28.668461999973 41.3090170006032)
909534,ÇELTİKKÖY GİRİŞ,179831,POINT (28.1119519518003 41.1112999795516)
909535,BÜYÜK ÇAVUŞLU GİRİŞ,179871,POINT (28.0598799610751 41.231371960906)
909536,BELEDİYE,179931,POINT (28.0603519998464 41.2387839991065)
909537,BÜYÜK ÇAVUŞLU CADDESİ,179951,POINT (28.061669982017 41.2405700150702)
909463,YANYOL CADDESİ,262201,POINT (29.2897800448731 40.8567899882953)
909464,AYDINLI TOKİ PERONLAR,401341,POINT (29.3437000000086 40.8623999991198)
909467,ACISU SOKAK,262191,POINT (29.2667099553905 41.013060001864)
909471,AKYILDIZ CADDESİ,263051,POINT (29.2584299889707 41.0024500376691)
909473,9 PALMİYE SİTESİ,210761,POINT (29.1771800197057 40.8905500226018)
909474,9 PALMİYE SİTESİ,210762,POINT (29.1771000236102 40.8905599893739)
909477,KARANLIKDERE CADDESİ,263242,POINT (29.1628830000107 41.0761719991153)
909479,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,101463,POINT (28.7242770201367 40.9859280218165)
909480,MENEKŞE,100152,POINT (28.6599890373434 40.9788719643125)
909482,ONURKENT PARKI,185811,POINT (28.7806340454875 41.1095759789379)
909484,ADNAN MENDERES BULVARI,180042,POINT (28.7766470000091 41.1150059991143)
909486,NÜKTE SÖZEN ORTAOKULU,222672,POINT (29.1614469861765 41.0368419951561)
909487,ÇEKMEKÖY BELEDİYESİ,262911,POINT (29.1679322390819 41.0325656164289)
909538,POSTANE,179971,POINT (28.0632919675468 41.2426090217929)
909541,HZ.ALİ CAMİİ,111281,POINT (28.8602500450646 41.0623400005601)
33,NALBANT CAMİİ,208801,POINT (29.3083699999944 40.8285010005268)
123,ŞEHİT ORGENERAL EŞREF BİTLİS PARKI,207613,POINT (29.3095939999944 40.8222120005258)
128,VATAN CADDESİ,207632,POINT (29.3202379999945 40.8256920005263)
135,GÜRSEL SOKAK,207681,POINT (29.3078929999944 40.8328170005274)
508840,ÇARŞI,124422,POINT (28.810241999983 41.108655000571)
508843,DOĞA EVLERİ,125611,POINT (28.6635609999735 41.0721790005647)
508851,YEŞİLTEPE,126162,POINT (28.6723829734226 41.0645840347539)
508855,ATATÜRK BULVARI,126264,POINT (28.6664139999738 41.0709270005646)
508861,BAYRAMTEPE YOLU,126371,POINT (28.75231799998 41.0627290005634)
508866,FATİH SANAYİ SİTESİ,126444,POINT (28.7976949999824 41.0892630005678)
292850,PAŞA ÇIKMAZI SOKAK,216122,POINT (29.1345419999918 41.0913800005685)
292859,GÖRELE İLKOKULU,216451,POINT (29.1480869947864 41.1137359653899)
292865,GÖKSU EVLERİ,216562,POINT (29.085888999991 41.0856950005676)
509828,BEZİRGANBAHÇE,124451,POINT (28.773700000009 41.028713999116)
291857,ALİBEYKÖY,119532,POINT (28.945506999988 41.0763240005659)
509858,ŞEHİT BİNBAŞI BEDİR KARABIYIK İLKOKULU,124972,POINT (28.8020789999829 41.0113500005553)
509907,NASREDDİN HOCA İLKOKULU,125912,POINT (28.8061529999831 41.0228380005572)
511007,İSMETPAŞA İLKOKULU,111292,POINT (28.8644739999854 41.0613730005634)
509911,UĞURLU SOKAK,125961,POINT (28.8038649999828 41.0545820005622)
510676,SARAYARDI CADDESİ,208652,POINT (29.0330589999903 40.9976060005534)
1586,ŞEFTALİ SOKAK,212392,POINT (29.1706159999927 40.9093620005395)
1597,TRABZON SOKAK,212921,POINT (29.1713519999927 40.91272800054)
1665,CEVİZLİ ANADOLU İMAM HATİP LİSESİ,227281,POINT (29.1715929999927 40.9105520005396)
1519,YÜZYIL CADDESİ,261752,POINT (29.2212829999933 40.9081950005393)
1526,ÇETİN SOKAK,211032,POINT (29.2171589999933 40.9099310005396)
1559,MİMARLAR SİTESİ,211671,POINT (29.2346699999935 40.9097800005395)
1569,YALNIZ SELVİ CADDESİ,211721,POINT (29.2121589999932 40.9096680005396)
1374,ANADOLU ADALET SARAYI,206042,POINT (29.1821159999928 40.9159570005405)
1806,KARTAL METRO,-8,POINT (29.2082149574794 40.9066149995398)
1808,KARTAL METRO,-9,POINT (29.2078519620838 40.9067590412281)
284314,BİNKILIÇ İLKOKULU,130352,POINT (28.1843819998553 41.4108340006166)
284315,SEMİH SOKAK,175671,POINT (28.1849789998556 41.4122520006168)
284317,KIRKLARELİ-SARAY YOLU,130362,POINT (28.1868299998565 41.4095160006164)
284322,AYDINLAR KÖYÜ CAMİ,129201,POINT (28.2055029998658 41.3744810006108)
284324,AYDINLAR KÖY ÇIKIŞI,101072,POINT (28.2093639998676 41.3731720006107)
290942,GÜZELBAHÇE,100332,POINT (28.6264429999704 41.0080050005544)
292159,MEVLANA PARK,133751,POINT (28.9164479999872 41.0819350005668)
292160,MEVLANA PARK,133753,POINT (28.9172639999872 41.083227000567)
292161,MALİYE BLOKLARI,165031,POINT (28.9264350000114 41.0803349991151)
292166,BİNBAŞI ÇEŞMESİ,166232,POINT (28.9329819999874 41.1659050005804)
292170,KİRAZLIBENT,166252,POINT (28.9574569999881 41.1714720005813)
291450,KUŞKAYA,109581,POINT (28.7085839999766 41.1984810005853)
291451,KUŞKAYA,109582,POINT (28.7083409999766 41.1987650005854)
291452,FATİH MAHALLESİ,109591,POINT (28.6976359999757 41.2246740005895)
291453,FATİH MAHALLESİ,109592,POINT (28.6977839999757 41.2247220005895)
291456,MEŞETARLA CADDESİ,109603,POINT (28.6988009999758 41.2203770005888)
291458,İKİNCİ CAMİİ,109612,POINT (28.7469489999792 41.1842440005831)
291460,ANADOLU MAHALLESİ,109622,POINT (28.7493869999794 41.1850040005832)
291461,TAYAKADIN MEZARLIK,109631,POINT (28.6881529999748 41.2660280005962)
291463,ÇANGALÇEŞME,109641,POINT (28.7066289999764 41.2179580005885)
291464,ÇANGALÇEŞME,109642,POINT (28.7068159999764 41.2183060005885)
291469,SAZLIBOSNA GİRİŞİ,109712,POINT (28.6719139999739 41.1567730005784)
291470,ET KOMBİNASI,109721,POINT (28.6335049999704 41.1560720005782)
291473,TAŞOLUK BELEDİYESİ,109732,POINT (28.7160279999771 41.2103640005873)
291476,SANCAKTEPE,109741,POINT (28.7201099999774 41.2099450005872)
291477,SANCAKTEPE,109742,POINT (28.7201109999774 41.2101660005872)
291481,TERKOS YOLU,109762,POINT (28.7072539999764 41.2252120005897)
291484,MALATYALILAR,109781,POINT (28.6761789999738 41.2633230005958)
291486,ARNAVUTKÖY BEŞYOL,109791,POINT (28.6689439999732 41.2687030005966)
284687,SOFULAR KÖYÜ,202431,POINT (29.4920649999955 41.1721650005817)
284695,SAHİLKÖY,202471,POINT (29.4160049999947 41.2010590005864)
284696,SAHİLKÖY,202472,POINT (29.4158689950772 41.200996036919)
284699,KURNAKÖY MERKEZ,202491,POINT (29.3647809999942 41.1945140005853)
909542,NECİP FAZIL CADDESİ,180061,POINT (28.7436159931965 41.1843110183792)
909543,OSMANGAZİ CADDESİ,180071,POINT (28.7367790000079 41.1856119991127)
909545,EVLİYA ÇELEBİ CADDESİ,178081,POINT (28.770788867703 41.115476610366)
909547,24.BÖLGE,179551,POINT (28.78090596349 41.1305729595336)
909549,EVLİYA ÇELEBİ CADDESİ,178082,POINT (28.7705629931807 41.1155249845494)
909550,ATATÜRK BULVARI,118902,POINT (28.920859984502 41.0820199589155)
909552,DİKMEN CADDESİ,179471,POINT (28.956966006702 41.0790420237116)
909554,DAVUTPAŞA KAMPÜSÜ,182201,POINT (28.8990200121873 41.0205600062238)
909557,BARBAROS  CADDESİ,177002,POINT (28.9908739544052 41.094689982552)
909558,BAYRAKTAR,115632,POINT (28.9887960126567 41.0920750443636)
909560,KAĞITHANE,309391,POINT (28.9752000000116 41.0792999991151)
909563,İHSANİYE YOLU,178041,POINT (28.7967200263691 41.2308269764043)
909564,IŞIKLAR KÖYÜ,121062,POINT (28.8256470012624 41.2273992476023)
909567,İHSANİYE YOLU,178042,POINT (28.7964930290536 41.2309620320033)
909573,BAŞAKŞEHİR KAYMAKAMLIĞI,179452,POINT (28.8034150078491 41.1181050252959)
909574,BAŞAKŞEHİR STADYUMU,179462,POINT (28.8063309531152 41.1232369677668)
5249753,BİLALİ HABEŞİ CAMİİ,180941,POINT (28.8059450000096 41.120822999114)
579543,OĞUZHAN,107202,POINT (28.9407399999881 41.0163350005563)
579799,FERMAN CADDESİ,119202,POINT (28.9714529999887 41.0901110005682)
580224,ACAR SOKAK,214411,POINT (29.1706629999924 41.0274760005583)
580588,GENÇOSMAN,223962,POINT (29.1042579999915 41.0127270005558)
578985,ŞEHİT YILMAZ KAĞAN CADDESİ,103861,POINT (28.8555199693824 41.0299880275634)
580110,AHMET YAVUZ İLKOKULU,203382,POINT (29.1063039999915 41.0407730005604)
579030,BAĞLAR MAHALLESİ,111171,POINT (28.8283139999838 41.0230200005571)
579079,PARSELLER,124701,POINT (28.8574540000107 41.0234439991162)
579122,KARACAOĞLAN İLKOKULU,125701,POINT (28.8302869999841 41.0520690005619)
292880,ÇEŞME,216742,POINT (29.2891050000094 41.139905999114)
292883,İTFAİYE AMİRLİĞİ,216761,POINT (29.1385350000109 41.0745219991153)
292891,DEĞİRMENDERE CAMİİ,217011,POINT (29.23295700001 41.1789879991131)
292899,ORMAN YOLU,217381,POINT (29.1027439999914 41.0649260005642)
292905,FINDIK SUYU,217551,POINT (29.1522769669839 41.1203030407841)
292912,BOĞAZGÖREN,217602,POINT (29.0861120114146 41.0698869749238)
292917,KANTAR KÖPRÜSÜ,217792,POINT (29.1512819999921 41.0794130005666)
292762,DERE MAHALLESİ SAPAĞI,205031,POINT (29.1398530223056 41.2039500370142)
292175,EYÜPSULTAN ENGELLİLER MERKEZİ,166341,POINT (28.9277209999876 41.0476000005613)
292176,DÜĞMECİLER CADDESİ,166351,POINT (28.9231809999875 41.045983000561)
292177,AKASYA  SOKAK,166361,POINT (28.9196899999874 41.0451730005609)
292179,CENGAVER SOKAK,166391,POINT (28.9251379999876 41.0412100005603)
292181,GÖLET MEVKİİ,175981,POINT (28.8135919999826 41.2662900005965)
292185,FİL KÖPRÜSÜ,176441,POINT (28.9422599999878 41.0697740005648)
292186,FİL KÖPRÜSÜ,176442,POINT (28.9425224264722 41.0711267390873)
292188,YUKARI AĞAÇLI CAMİİ,176652,POINT (28.8550539999844 41.2579630005953)
292192,MADEN OCAĞI,176682,POINT (28.8493609999844 41.2030870005863)
292195,SARIÇAM SOKAK,176741,POINT (28.8459749999841 41.2491140005939)
292200,IŞIKLAR MEVKİİ,176772,POINT (28.8147979999828 41.232216000591)
292201,TAŞKÖPRÜ,177051,POINT (28.9476489999881 41.0795640005665)
292204,BAYRAMPAŞA METRO,177072,POINT (28.9216789999875 41.0339590005591)
292206,BAYRAMOĞLU 5.LEVENT,177212,POINT (28.9410770000115 41.088601999115)
290333,GÜZELCE YOLAĞZI,100872,POINT (28.5325779999591 41.0007700005529)
290337,SAHİL SİTE VİLLALARI,100892,POINT (28.5394609999601 40.9905860005513)
290343,DENİZGÖREN,100952,POINT (28.53965099996 41.007706000554)
290347,MURATÇEŞME SAĞLIK OCAĞI,100972,POINT (28.5314709999588 41.0159320005552)
290352,GÜZELSU,101001,POINT (28.5546739999621 41.0113100005547)
284703,HARMANKAPI,202511,POINT (29.3466879999941 41.1790450005827)
284706,YAYLALI KÖYÜ SAPAĞI,202542,POINT (29.6678779999971 41.094003000569)
284710,TEKKE MERKEZ,202554,POINT (29.6631669999971 41.0673910005649)
284712,YAZIMANAYIR KÖYÜ,202562,POINT (29.6843209999973 41.0733630005658)
284713,SEVİŞLİ SAPAĞI,202571,POINT (29.7136539999975 41.0855090005677)
284714,SEVİŞLİ SAPAĞI,202572,POINT (29.7138019999975 41.0855020005677)
284715,OSMANKÖY,202581,POINT (29.7271039999976 41.0912720005687)
284720,EVRENLİ KÖYÜ SAPAĞI,202602,POINT (29.766675999998 41.0969340005696)
284724,UBEYLİ KÖYÜ,202622,POINT (29.7824579999981 41.09977700057)
284725,DAVUTLU MAHALLESİ,202631,POINT (29.7901109999982 41.1021570005704)
284729,İSAKÖY SAPAĞI,202651,POINT (29.8249829999985 41.1068590005712)
1819,ALEMDARPAŞA ORTAOKULU,228231,POINT (29.2811080000093 40.8724839991196)
1820,KARTOPU SOKAK,262971,POINT (29.2408520192596 40.8881820140074)
284734,KILIÇLAR KÖYÜ SAPAĞI,202672,POINT (29.8422149999986 41.1108850005718)
284742,İSAKÖY MERKEZ,202721,POINT (29.8244539999985 41.1096140005716)
291645,HADIMKÖY-SAZLIBOSNA YOLU,111882,POINT (28.6270390000023 41.157435999113)
291653,DURUSU HÜSEYİN ÖKTEN ANADOLU LİSESİ,132702,POINT (28.6719469999733 41.3065940006029)
291659,YOSUN SOKAK,132732,POINT (28.6984699999753 41.3355710006077)
909578,BOZCAADA CADDESİ,179511,POINT (28.7818450000093 41.1333589991138)
909579,OKUL,179521,POINT (28.7788949820803 41.1349360096999)
909582,KÜÇÜK AYASOFYA,178031,POINT (28.9710709940413 41.0022870414711)
909583,BEŞYOL,132302,POINT (28.7935630283207 40.9932520335911)
909587,BAKIRKÖY,301431,POINT (28.8744100071902 40.9809700451696)
909588,BAKIRKÖY,308431,POINT (28.8745899832237 40.9810899636495)
909590,TOKİ PTT,178061,POINT (28.606526 41.1936979991116)
909593,SARMAŞIK EVLERİ,263132,POINT (29.2786099841589 40.921200017513)
909596,LİYAKAT SOKAK,263172,POINT (29.2743730000094 40.9275229991184)
909597,LİYAKAT SOKAK,263171,POINT (29.2743410000094 40.9276759991184)
909599,GÜL GONCASI SOKAK,263201,POINT (29.2773209729338 40.9246320398948)
909600,SARMAŞIK EVLERİ,263131,POINT (29.2784448960667 40.9210936897242)
909602,TUZLA DEVLET HASTANESİ,263082,POINT (29.3022120412768 40.8441399792568)
909452,EVORA A PARSEL GİRİŞ 1,262981,POINT (29.3037730476436 40.8611689786084)
909453,KISIKLI MİLLİ İRADE MEYDANI,262452,POINT (29.0637121830809 41.0224898472772)
909455,KİRAZLITEPE SAPAĞI,261472,POINT (29.0628459781779 41.0356060365545)
909458,TURGUT ÖZAL CADDESİ,263232,POINT (29.2340110018054 40.9971359605701)
268,DERİ SANAYİ,210811,POINT (29.3472079999946 40.8817030005352)
271,YAYLA CADDESİ,210822,POINT (29.3496709999946 40.8838630005355)
283,ŞEKERPINAR CADDESİ,211372,POINT (29.3617020426899 40.8485209613231)
295,ALYAZMA SOKAK,211792,POINT (29.3255169999945 40.8255960005264)
297,TEPEÖREN YOLU,211822,POINT (29.3670349999947 40.9208680005414)
304,PİYADE OKULU,212041,POINT (29.3279569999946 40.8276060005266)
1,ALPER SOKAK,207862,POINT (29.3547220254477 40.8257609651207)
292402,AHMET ARİF CADDESİ,127781,POINT (28.6661269999739 41.0369650005591)
292433,İNÖNÜ MAHALLESİ,128491,POINT (28.692681999976 41.0374990005593)
292489,KÜPEÇİÇEĞİ SOKAK,131461,POINT (28.6455399999714 41.0443600005598)
1413,KARAYEL SOKAK,208102,POINT (29.193792999993 40.8965460005374)
762,FABRİKALAR,208222,POINT (29.288832999994 40.9007660005382)
1475,TRABZONSPOR,210182,POINT (29.1662889999927 40.8956720005373)
579325,MALTEPE CADDESİ,107911,POINT (28.9184209999874 41.0323910005588)
579332,TUNA ANADOLU LİSESİ,108411,POINT (28.9112829999871 41.0444110005608)
680981,YEŞİLBAĞ,113641,POINT (29.0316249746819 41.0765190372854)
1474,TRABZONSPOR,210181,POINT (29.1634629999926 40.8974220005376)
284536,KALE,176201,POINT (28.0932469998061 41.0738720005601)
290607,AKGÜL CADDESİ,204041,POINT (29.2961840000092 40.949085289118)
290608,AKÇAY SOKAK,261331,POINT (29.2781569845962 40.9438749602184)
290609,AKÇAY SOKAK,261332,POINT (29.2779720415426 40.9439550398753)
290612,FEVZİ ÇAKMAK CADDESİ,202161,POINT (29.2783830000094 40.9986149991169)
290614,MENEKŞE AİLE SAĞLIĞI MERKEZİ,200172,POINT (29.2783439999939 40.9401470005443)
290619,OLGUN SOKAK,200201,POINT (29.2655579999937 40.9540610005466)
290620,OLGUN SOKAK,200202,POINT (29.2655130231846 40.9539879893982)
290625,YAĞMUR SOKAK,200231,POINT (29.25403100451 40.965970994771)
290626,YAĞMUR SOKAK,200232,POINT (29.2538879999935 40.9658470005485)
290629,NECİP FAZIL CADDESİ,200251,POINT (29.2476240000098 40.9698229991175)
290631,FATİH ORTAOKULU,200261,POINT (29.2730869999938 40.9494850005459)
290638,ÇİÇEKLİ,200392,POINT (29.2992600000092 40.950666999118)
290639,BARAJ YOLU CADDESİ,201861,POINT (29.2692360000095 41.0063159991167)
290643,ALTINOLUK CAMİİ,202131,POINT (29.2799819999938 40.9613100005477)
290644,ALTINOLUK CAMİİ,202132,POINT (29.2789939999938 40.9615710005478)
291284,İMRAHOR MAHALLESİ,106532,POINT (28.745224999979 41.214422000588)
291287,KARLIBAYIR,107311,POINT (28.7202869999775 41.1830140005828)
291289,KARLIBAYIR,107313,POINT (28.7200449999775 41.1824980005828)
291290,KARLIBAYIR,107314,POINT (28.7200079999775 41.1826200005827)
291296,AYAZMA İLKOKULU,107422,POINT (28.7616479999801 41.1863540005834)
1190,PENDİK EMNİYET MÜDÜRLÜĞÜ,227981,POINT (29.2432379999936 40.8782920005346)
637,YUNUSEMRE CAMİİ,206552,POINT (29.2519880000097 40.9127629991187)
827,ALPARSLAN TÜRKEŞ CADDESİ,209102,POINT (29.2947359687785 40.8679910048432)
1201,KIBRIS SOKAK,228032,POINT (29.2587499999938 40.8739290005339)
1107,VELİBABA AİLE SAĞLIĞI MERKEZİ,213481,POINT (29.2568449999937 40.9024170005384)
